"days" "Cat_1" "Cat_2" "Var_1" "Var_2" "nTimesDay" "Probability" "Activity"
"Friday" "(25,44]" "Male" "CohAge" "SEX2" 1.27694495137109 1 "Sleeping"
"Saturday" "(25,44]" "Male" "CohAge" "SEX2" 1.83624690442682 1 "Sleeping"
"Sunday" "(25,44]" "Female" "CohAge" "SEX2" 1.6688092815953 1 "Sleeping"
"Monday" "(25,44]" "Female" "CohAge" "SEX2" 1.67537509087839 1 "Sleeping"
"Tuesday" "(25,44]" "Female" "CohAge" "SEX2" 1.5789876772042 1 "Sleeping"
"Wednesday" "(25,44]" "Female" "CohAge" "SEX2" 1.55033557538939 1 "Sleeping"
"Thursday" "(25,44]" "Female" "CohAge" "SEX2" 1.51655074274729 1 "Sleeping"
"Friday" "(25,44]" "Female" "CohAge" "SEX2" 1.77115405847869 1 "Sleeping"
"Saturday" "(25,44]" "Female" "CohAge" "SEX2" 1.66354488677551 1 "Sleeping"
"Sunday" "(44,64]" "Male" "CohAge" "SEX2" 1.65725848437976 1 "Sleeping"
"Monday" "(44,64]" "Male" "CohAge" "SEX2" 1.73252154591562 1 "Sleeping"
"Tuesday" "(44,64]" "Male" "CohAge" "SEX2" 1.39301596259101 1 "Sleeping"
"Wednesday" "(44,64]" "Male" "CohAge" "SEX2" 1.62478697911349 1 "Sleeping"
"Thursday" "(44,64]" "Male" "CohAge" "SEX2" 1.72482490434192 1 "Sleeping"
"Friday" "(44,64]" "Male" "CohAge" "SEX2" 1.42382569268123 1 "Sleeping"
"Saturday" "(44,64]" "Male" "CohAge" "SEX2" 1.67350385746246 1 "Sleeping"
"Sunday" "(44,64]" "Female" "CohAge" "SEX2" 1.70494349120154 1 "Sleeping"
"Monday" "(44,64]" "Female" "CohAge" "SEX2" 1.75879545075037 1 "Sleeping"
"Tuesday" "(44,64]" "Female" "CohAge" "SEX2" 1.7980288916716 1 "Sleeping"
"Wednesday" "(44,64]" "Female" "CohAge" "SEX2" 1.3620593120284 1 "Sleeping"
"Thursday" "(44,64]" "Female" "CohAge" "SEX2" 1.75797345986946 1 "Sleeping"
"Friday" "(44,64]" "Female" "CohAge" "SEX2" 1.28760272830763 1 "Sleeping"
"Saturday" "(44,64]" "Female" "CohAge" "SEX2" 1.84818881745163 1 "Sleeping"
"Sunday" "(64,85]" "Male" "CohAge" "SEX2" 1.69695076372675 1 "Sleeping"
"Monday" "(64,85]" "Male" "CohAge" "SEX2" 1.65070862447092 1 "Sleeping"
"Tuesday" "(64,85]" "Male" "CohAge" "SEX2" 1.53843622064358 1 "Sleeping"
"Wednesday" "(64,85]" "Male" "CohAge" "SEX2" 1.50874754009465 1 "Sleeping"
"Thursday" "(64,85]" "Male" "CohAge" "SEX2" 1.89766228613985 1 "Sleeping"
"Friday" "(64,85]" "Male" "CohAge" "SEX2" 1.51320381789945 1 "Sleeping"
"Saturday" "(64,85]" "Male" "CohAge" "SEX2" 1.53784936400818 1 "Sleeping"
"Sunday" "(64,85]" "Female" "CohAge" "SEX2" 1.70627255328366 1 "Sleeping"
"Monday" "(64,85]" "Female" "CohAge" "SEX2" 1.90594984070146 1 "Sleeping"
"Tuesday" "(64,85]" "Female" "CohAge" "SEX2" 1.60325254090848 1 "Sleeping"
"Wednesday" "(64,85]" "Female" "CohAge" "SEX2" 1.84233478201979 1 "Sleeping"
"Thursday" "(64,85]" "Female" "CohAge" "SEX2" 1.52628177239142 1 "Sleeping"
"Friday" "(64,85]" "Female" "CohAge" "SEX2" 1.8716828005054 1 "Sleeping"
"Saturday" "(64,85]" "Female" "CohAge" "SEX2" 1.678050494775 1 "Sleeping"
"Sunday" "(14,25]" "Male" "CohAge" "SEX2" 1.56298930755686 0.152429881059245 "Socializing travel"
"Monday" "(14,25]" "Male" "CohAge" "SEX2" 0 0 "Socializing travel"
"Tuesday" "(14,25]" "Male" "CohAge" "SEX2" 4 0.101302041399118 "Socializing travel"
"Wednesday" "(14,25]" "Male" "CohAge" "SEX2" 1.64702807071181 0.578131375494471 "Socializing travel"
"Thursday" "(14,25]" "Male" "CohAge" "SEX2" 2.0135623877483 0.451780803760855 "Socializing travel"
"Friday" "(14,25]" "Male" "CohAge" "SEX2" 3 0.0892429784836495 "Socializing travel"
"Saturday" "(14,25]" "Male" "CohAge" "SEX2" 1 0.234084593133294 "Socializing travel"
"Sunday" "(14,25]" "Female" "CohAge" "SEX2" 2.70661924576944 0.515930867023235 "Socializing travel"
"Monday" "(14,25]" "Female" "CohAge" "SEX2" 1 0.468622481150639 "Socializing travel"
"Tuesday" "(14,25]" "Female" "CohAge" "SEX2" 2 0.241864901615354 "Socializing travel"
"Wednesday" "(14,25]" "Female" "CohAge" "SEX2" 2 0.342002311517035 "Socializing travel"
"Thursday" "(14,25]" "Female" "CohAge" "SEX2" 0 0 "Socializing travel"
"Friday" "(14,25]" "Female" "CohAge" "SEX2" 0 0 "Socializing travel"
"Saturday" "(14,25]" "Female" "CohAge" "SEX2" 2.10340016492452 0.37879768269118 "Socializing travel"
"Sunday" "(25,44]" "Male" "CohAge" "SEX2" 2.33127753470314 0.0838244814860468 "Socializing travel"
"Monday" "(25,44]" "Male" "CohAge" "SEX2" 1.16421456756241 0.293899452425664 "Socializing travel"
"Tuesday" "(25,44]" "Male" "CohAge" "SEX2" 1.82783049415589 0.215309755700648 "Socializing travel"
"Wednesday" "(25,44]" "Male" "CohAge" "SEX2" 2 0.0579625030240138 "Socializing travel"
"Thursday" "(25,44]" "Male" "CohAge" "SEX2" 1.23090455849649 0.0928983563686104 "Socializing travel"
"Friday" "(25,44]" "Male" "CohAge" "SEX2" 1.75530654807133 0.237235976353649 "Socializing travel"
"Saturday" "(25,44]" "Male" "CohAge" "SEX2" 1.80636400621552 0.210706658102861 "Socializing travel"
"Sunday" "(25,44]" "Female" "CohAge" "SEX2" 1.98292748702292 0.275417247622711 "Socializing travel"
"Monday" "(25,44]" "Female" "CohAge" "SEX2" 2.80941471541578 0.132069297890168 "Socializing travel"
"Tuesday" "(25,44]" "Female" "CohAge" "SEX2" 1.625262222875 0.10082642291305 "Socializing travel"
"Wednesday" "(25,44]" "Female" "CohAge" "SEX2" 1.54239495327977 0.284723110869411 "Socializing travel"
"Thursday" "(25,44]" "Female" "CohAge" "SEX2" 1.82044586070336 0.28358912303808 "Socializing travel"
"Friday" "(25,44]" "Female" "CohAge" "SEX2" 1 0.0398064262419742 "Socializing travel"
"Saturday" "(25,44]" "Female" "CohAge" "SEX2" 2.41463410681879 0.265059296247626 "Socializing travel"
"Sunday" "(44,64]" "Male" "CohAge" "SEX2" 1.64546929776825 0.288273372172704 "Socializing travel"
"Monday" "(44,64]" "Male" "CohAge" "SEX2" 1.35960774954251 0.0857931259617448 "Socializing travel"
"Tuesday" "(44,64]" "Male" "CohAge" "SEX2" 2.1784665218059 0.230724320821304 "Socializing travel"
"Wednesday" "(44,64]" "Male" "CohAge" "SEX2" 1.68694064162793 0.212565505737658 "Socializing travel"
"Thursday" "(44,64]" "Male" "CohAge" "SEX2" 1.86740162085759 0.175730312702368 "Socializing travel"
"Friday" "(44,64]" "Male" "CohAge" "SEX2" 1.39950035524196 0.131396562427666 "Socializing travel"
"Saturday" "(44,64]" "Male" "CohAge" "SEX2" 2.4868103037642 0.184444159635149 "Socializing travel"
"Sunday" "(44,64]" "Female" "CohAge" "SEX2" 2.29673933928858 0.309144725350989 "Socializing travel"
"Monday" "(44,64]" "Female" "CohAge" "SEX2" 1.3941978144764 0.274214274465311 "Socializing travel"
"Tuesday" "(44,64]" "Female" "CohAge" "SEX2" 2.26911485997266 0.238469384523492 "Socializing travel"
"Wednesday" "(44,64]" "Female" "CohAge" "SEX2" 1.81094222390881 0.155778098380031 "Socializing travel"
"Thursday" "(44,64]" "Female" "CohAge" "SEX2" 1.99622114284115 0.205634582531701 "Socializing travel"
"Friday" "(44,64]" "Female" "CohAge" "SEX2" 2 0.10242061377837 "Socializing travel"
"Saturday" "(44,64]" "Female" "CohAge" "SEX2" 2.28769228250985 0.349236183731156 "Socializing travel"
"Sunday" "(64,85]" "Male" "CohAge" "SEX2" 2.03107793759696 0.278198965637323 "Socializing travel"
"Monday" "(64,85]" "Male" "CohAge" "SEX2" 2.78722572374839 0.135474008386391 "Socializing travel"
"Tuesday" "(64,85]" "Male" "CohAge" "SEX2" 1.56591996532307 0.136007078985721 "Socializing travel"
"Wednesday" "(64,85]" "Male" "CohAge" "SEX2" 2 0.211564051452708 "Socializing travel"
"Thursday" "(64,85]" "Male" "CohAge" "SEX2" 1 0.0879298690506617 "Socializing travel"
"Friday" "(64,85]" "Male" "CohAge" "SEX2" 1.64775633385749 0.203337217877961 "Socializing travel"
"Saturday" "(64,85]" "Male" "CohAge" "SEX2" 1.13958328977904 0.0986221983368856 "Socializing travel"
"Sunday" "(64,85]" "Female" "CohAge" "SEX2" 2.1827085870218 0.342826763019743 "Socializing travel"
"Monday" "(64,85]" "Female" "CohAge" "SEX2" 1 0.136650828387084 "Socializing travel"
"Tuesday" "(64,85]" "Female" "CohAge" "SEX2" 0 0 "Socializing travel"
"Wednesday" "(64,85]" "Female" "CohAge" "SEX2" 2 0.0561610908822757 "Socializing travel"
"Thursday" "(64,85]" "Female" "CohAge" "SEX2" 1.3792803678667 0.0965435034872921 "Socializing travel"
"Friday" "(64,85]" "Female" "CohAge" "SEX2" 1.40313489108107 0.254189407029404 "Socializing travel"
"Saturday" "(64,85]" "Female" "CohAge" "SEX2" 2.1820189261924 0.162288265322797 "Socializing travel"
"Sunday" "(14,25]" "Male" "CohAge" "SEX2" 1 0.152429881059245 "Religious activities"
"Monday" "(14,25]" "Male" "CohAge" "SEX2" 0 0 "Religious activities"
"Tuesday" "(14,25]" "Male" "CohAge" "SEX2" 0 0 "Religious activities"
"Wednesday" "(14,25]" "Male" "CohAge" "SEX2" 0 0 "Religious activities"
"Thursday" "(14,25]" "Male" "CohAge" "SEX2" 0 0 "Religious activities"
"Friday" "(14,25]" "Male" "CohAge" "SEX2" 1 0.0892429784836495 "Religious activities"
"Saturday" "(14,25]" "Male" "CohAge" "SEX2" 0 0 "Religious activities"
"Sunday" "(14,25]" "Female" "CohAge" "SEX2" 1 0.252695861009308 "Religious activities"
"Monday" "(14,25]" "Female" "CohAge" "SEX2" 0 0 "Religious activities"
"Tuesday" "(14,25]" "Female" "CohAge" "SEX2" 0 0 "Religious activities"
"Wednesday" "(14,25]" "Female" "CohAge" "SEX2" 0 0 "Religious activities"
"Thursday" "(14,25]" "Female" "CohAge" "SEX2" 0 0 "Religious activities"
"Friday" "(14,25]" "Female" "CohAge" "SEX2" 0 0 "Religious activities"
"Saturday" "(14,25]" "Female" "CohAge" "SEX2" 2 0.0826169728172867 "Religious activities"
"Sunday" "(25,44]" "Male" "CohAge" "SEX2" 2 0.0277691675744668 "Religious activities"
"Monday" "(25,44]" "Male" "CohAge" "SEX2" 0 0 "Religious activities"
"Tuesday" "(25,44]" "Male" "CohAge" "SEX2" 0 0 "Religious activities"
"Wednesday" "(25,44]" "Male" "CohAge" "SEX2" 1 0.110969324147363 "Religious activities"
"Thursday" "(25,44]" "Male" "CohAge" "SEX2" 0 0 "Religious activities"
"Friday" "(25,44]" "Male" "CohAge" "SEX2" 0 0 "Religious activities"
"Saturday" "(25,44]" "Male" "CohAge" "SEX2" 2 0.0295939562614341 "Religious activities"
"Sunday" "(25,44]" "Female" "CohAge" "SEX2" 1 0.134576339597082 "Religious activities"
"Monday" "(25,44]" "Female" "CohAge" "SEX2" 0 0 "Religious activities"
"Tuesday" "(25,44]" "Female" "CohAge" "SEX2" 0 0 "Religious activities"
"Wednesday" "(25,44]" "Female" "CohAge" "SEX2" 2 0.0193573556292939 "Religious activities"
"Thursday" "(25,44]" "Female" "CohAge" "SEX2" 0 0 "Religious activities"
"Friday" "(25,44]" "Female" "CohAge" "SEX2" 1 0.0339807173513872 "Religious activities"
"Saturday" "(25,44]" "Female" "CohAge" "SEX2" 1.77775105021251 0.0757629364254625 "Religious activities"
"Sunday" "(44,64]" "Male" "CohAge" "SEX2" 1 0.0817550164149973 "Religious activities"
"Monday" "(44,64]" "Male" "CohAge" "SEX2" 1 0.0574942786547819 "Religious activities"
"Tuesday" "(44,64]" "Male" "CohAge" "SEX2" 1.38467245513334 0.178520088503646 "Religious activities"
"Wednesday" "(44,64]" "Male" "CohAge" "SEX2" 1 0.0494442790201119 "Religious activities"
"Thursday" "(44,64]" "Male" "CohAge" "SEX2" 1 0.089658187764601 "Religious activities"
"Friday" "(44,64]" "Male" "CohAge" "SEX2" 0 0 "Religious activities"
"Saturday" "(44,64]" "Male" "CohAge" "SEX2" 2.24165886491769 0.0793418741554505 "Religious activities"
"Sunday" "(44,64]" "Female" "CohAge" "SEX2" 1.43900907275883 0.287293869857058 "Religious activities"
"Monday" "(44,64]" "Female" "CohAge" "SEX2" 1.46234808988074 0.0402275339547986 "Religious activities"
"Tuesday" "(44,64]" "Female" "CohAge" "SEX2" 1 0.0813058949306822 "Religious activities"
"Wednesday" "(44,64]" "Female" "CohAge" "SEX2" 0 0 "Religious activities"
"Thursday" "(44,64]" "Female" "CohAge" "SEX2" 1 0.107561338771753 "Religious activities"
"Friday" "(44,64]" "Female" "CohAge" "SEX2" 1 0.10242061377837 "Religious activities"
"Saturday" "(44,64]" "Female" "CohAge" "SEX2" 1.55401648811821 0.0708819496116904 "Religious activities"
"Sunday" "(64,85]" "Male" "CohAge" "SEX2" 1.12164125761122 0.195125260535541 "Religious activities"
"Monday" "(64,85]" "Male" "CohAge" "SEX2" 0 0 "Religious activities"
"Tuesday" "(64,85]" "Male" "CohAge" "SEX2" 0 0 "Religious activities"
"Wednesday" "(64,85]" "Male" "CohAge" "SEX2" 1 0.211564051452708 "Religious activities"
"Thursday" "(64,85]" "Male" "CohAge" "SEX2" 0 0 "Religious activities"
"Friday" "(64,85]" "Male" "CohAge" "SEX2" 1 0.16621207677444 "Religious activities"
"Saturday" "(64,85]" "Male" "CohAge" "SEX2" 0 0 "Religious activities"
"Sunday" "(64,85]" "Female" "CohAge" "SEX2" 1.21249150493957 0.340388267602748 "Religious activities"
"Monday" "(64,85]" "Female" "CohAge" "SEX2" 1 0.181692016776941 "Religious activities"
"Tuesday" "(64,85]" "Female" "CohAge" "SEX2" 1 0.0377524575522006 "Religious activities"
"Wednesday" "(64,85]" "Female" "CohAge" "SEX2" 2 0.0961996185104813 "Religious activities"
"Thursday" "(64,85]" "Female" "CohAge" "SEX2" 1 0.120673179327206 "Religious activities"
"Friday" "(64,85]" "Female" "CohAge" "SEX2" 1 0.175933535817765 "Religious activities"
"Saturday" "(64,85]" "Female" "CohAge" "SEX2" 1.60627050499315 0.16926812978417 "Religious activities"
"Sunday" "(14,25]" "Male" "CohAge" "SEX2" 1.69847917097783 0.284611824220644 "Essential personal care"
"Monday" "(14,25]" "Male" "CohAge" "SEX2" 2.32035552499757 0.783844834447292 "Essential personal care"
"Tuesday" "(14,25]" "Male" "CohAge" "SEX2" 2.73561863850869 0.383166350410245 "Essential personal care"
"Wednesday" "(14,25]" "Male" "CohAge" "SEX2" 1.83139353091884 0.578131375494471 "Essential personal care"
"Thursday" "(14,25]" "Male" "CohAge" "SEX2" 2.66972687996944 0.561046491596498 "Essential personal care"
"Friday" "(14,25]" "Male" "CohAge" "SEX2" 3 0.374079893595754 "Essential personal care"
"Saturday" "(14,25]" "Male" "CohAge" "SEX2" 1.8154919921575 0.514305664589933 "Essential personal care"
"Sunday" "(14,25]" "Female" "CohAge" "SEX2" 1.5474686818757 0.810736324304627 "Essential personal care"
"Monday" "(14,25]" "Female" "CohAge" "SEX2" 1.68848162059014 0.680660844292331 "Essential personal care"
"Tuesday" "(14,25]" "Female" "CohAge" "SEX2" 3 0.407877132637687 "Essential personal care"
"Wednesday" "(14,25]" "Female" "CohAge" "SEX2" 2 0.487642761434175 "Essential personal care"
"Thursday" "(14,25]" "Female" "CohAge" "SEX2" 2 0.779968771171882 "Essential personal care"
"Friday" "(14,25]" "Female" "CohAge" "SEX2" 1.66112439847515 0.893034966398931 "Essential personal care"
"Saturday" "(14,25]" "Female" "CohAge" "SEX2" 1.568840483751 0.506954351411234 "Essential personal care"
"Sunday" "(25,44]" "Male" "CohAge" "SEX2" 1.68471007067114 0.564000348566007 "Essential personal care"
"Monday" "(25,44]" "Male" "CohAge" "SEX2" 2.55718903859994 0.495844723674961 "Essential personal care"
"Tuesday" "(25,44]" "Male" "CohAge" "SEX2" 2.0917900587073 0.489173355503896 "Essential personal care"
"Wednesday" "(25,44]" "Male" "CohAge" "SEX2" 1.3995943021855 0.717532254341506 "Essential personal care"
"Thursday" "(25,44]" "Male" "CohAge" "SEX2" 2.44055992051303 0.545715204479573 "Essential personal care"
"Friday" "(25,44]" "Male" "CohAge" "SEX2" 2.03680484946908 0.395689483058767 "Essential personal care"
"Saturday" "(25,44]" "Male" "CohAge" "SEX2" 2.03165556338269 0.61458049898604 "Essential personal care"
"Sunday" "(25,44]" "Female" "CohAge" "SEX2" 1.94787113064669 0.539994443409932 "Essential personal care"
"Monday" "(25,44]" "Female" "CohAge" "SEX2" 1.29373384009927 0.420911350157808 "Essential personal care"
"Tuesday" "(25,44]" "Female" "CohAge" "SEX2" 1.83294802481964 0.543498325079569 "Essential personal care"
"Wednesday" "(25,44]" "Female" "CohAge" "SEX2" 2.22434994662614 0.490573473874485 "Essential personal care"
"Thursday" "(25,44]" "Female" "CohAge" "SEX2" 2.1566925816479 0.415940408202212 "Essential personal care"
"Friday" "(25,44]" "Female" "CohAge" "SEX2" 1.99325638624824 0.673833918251574 "Essential personal care"
"Saturday" "(25,44]" "Female" "CohAge" "SEX2" 1.85010453220278 0.418039967463516 "Essential personal care"
"Sunday" "(44,64]" "Male" "CohAge" "SEX2" 1.59662032690444 0.571778707032059 "Essential personal care"
"Monday" "(44,64]" "Male" "CohAge" "SEX2" 1.8745515295319 0.625076233820366 "Essential personal care"
"Tuesday" "(44,64]" "Male" "CohAge" "SEX2" 2.01472903437707 0.472366290008302 "Essential personal care"
"Wednesday" "(44,64]" "Male" "CohAge" "SEX2" 2.39875859501634 0.596017076915147 "Essential personal care"
"Thursday" "(44,64]" "Male" "CohAge" "SEX2" 2.06427839578594 0.583755011954649 "Essential personal care"
"Friday" "(44,64]" "Male" "CohAge" "SEX2" 2.47100294621266 0.352489997496188 "Essential personal care"
"Saturday" "(44,64]" "Male" "CohAge" "SEX2" 2.27954631234199 0.558065279162921 "Essential personal care"
"Sunday" "(44,64]" "Female" "CohAge" "SEX2" 2.34615331498361 0.653946198532109 "Essential personal care"
"Monday" "(44,64]" "Female" "CohAge" "SEX2" 2.28815394374504 0.520578416090588 "Essential personal care"
"Tuesday" "(44,64]" "Female" "CohAge" "SEX2" 1.86996722797637 0.751021739720768 "Essential personal care"
"Wednesday" "(44,64]" "Female" "CohAge" "SEX2" 1.7960708071241 0.272308267682076 "Essential personal care"
"Thursday" "(44,64]" "Female" "CohAge" "SEX2" 1.95661640537375 0.544049308344148 "Essential personal care"
"Friday" "(44,64]" "Female" "CohAge" "SEX2" 2.00655328061917 0.287602728307631 "Essential personal care"
"Saturday" "(44,64]" "Female" "CohAge" "SEX2" 1.88911985920421 0.641166099476346 "Essential personal care"
"Sunday" "(64,85]" "Male" "CohAge" "SEX2" 2.21087369769708 0.61773457090964 "Essential personal care"
"Monday" "(64,85]" "Male" "CohAge" "SEX2" 2.06571227342772 0.591997322542804 "Essential personal care"
"Tuesday" "(64,85]" "Male" "CohAge" "SEX2" 2.66794690426156 0.415360981481475 "Essential personal care"
"Wednesday" "(64,85]" "Male" "CohAge" "SEX2" 1.44132735116012 0.591185163446111 "Essential personal care"
"Thursday" "(64,85]" "Male" "CohAge" "SEX2" 3.65000522576928 0.49339575190239 "Essential personal care"
"Friday" "(64,85]" "Male" "CohAge" "SEX2" 1.78619209384474 0.513203817899447 "Essential personal care"
"Saturday" "(64,85]" "Male" "CohAge" "SEX2" 2.07204601580214 0.431104027980563 "Essential personal care"
"Sunday" "(64,85]" "Female" "CohAge" "SEX2" 2.32703489616764 0.53003336357226 "Essential personal care"
"Monday" "(64,85]" "Female" "CohAge" "SEX2" 2.72356361921546 0.67649849141715 "Essential personal care"
"Tuesday" "(64,85]" "Female" "CohAge" "SEX2" 3.5037625139746 0.433957265590724 "Essential personal care"
"Wednesday" "(64,85]" "Female" "CohAge" "SEX2" 2.58796725236063 0.702294976101395 "Essential personal care"
"Thursday" "(64,85]" "Female" "CohAge" "SEX2" 2.1697602141984 0.408009554995651 "Essential personal care"
"Friday" "(64,85]" "Female" "CohAge" "SEX2" 2.57647432555171 0.65934229987961 "Essential personal care"
"Saturday" "(64,85]" "Female" "CohAge" "SEX2" 2.56742041175653 0.557002081359108 "Essential personal care"
"Sunday" "(14,25]" "Male" "CohAge" "SEX2" 3.29048858264507 0.440006090714685 "Spend time with self"
"Monday" "(14,25]" "Male" "CohAge" "SEX2" 2.39509810595558 0.822407059271969 "Spend time with self"
"Tuesday" "(14,25]" "Male" "CohAge" "SEX2" 1.79314408447394 0.383166350410245 "Spend time with self"
"Wednesday" "(14,25]" "Male" "CohAge" "SEX2" 2.34031328613304 0.578131375494471 "Spend time with self"
"Thursday" "(14,25]" "Male" "CohAge" "SEX2" 2.0055011889144 0.498051561832456 "Spend time with self"
"Friday" "(14,25]" "Male" "CohAge" "SEX2" 2.19283313553453 0.374079893595754 "Spend time with self"
"Saturday" "(14,25]" "Male" "CohAge" "SEX2" 3.05340160325205 0.32079168205119 "Spend time with self"
"Sunday" "(14,25]" "Female" "CohAge" "SEX2" 2.03340951304948 1 "Spend time with self"
"Monday" "(14,25]" "Female" "CohAge" "SEX2" 2.96330096793477 0.801385053755359 "Spend time with self"
"Tuesday" "(14,25]" "Female" "CohAge" "SEX2" 2.31934348638405 0.675795912944582 "Spend time with self"
"Wednesday" "(14,25]" "Female" "CohAge" "SEX2" 3.10401346168573 0.487642761434175 "Spend time with self"
"Thursday" "(14,25]" "Female" "CohAge" "SEX2" 2.96517365783899 1 "Spend time with self"
"Friday" "(14,25]" "Female" "CohAge" "SEX2" 2.35705562123238 1 "Spend time with self"
"Saturday" "(14,25]" "Female" "CohAge" "SEX2" 2.31691457662983 0.759642814242535 "Spend time with self"
"Sunday" "(25,44]" "Male" "CohAge" "SEX2" 2.84501096042471 0.537089888109933 "Spend time with self"
"Monday" "(25,44]" "Male" "CohAge" "SEX2" 2.7244949160157 0.358979085104238 "Spend time with self"
"Tuesday" "(25,44]" "Male" "CohAge" "SEX2" 2.96295735996538 0.267807396544026 "Spend time with self"
"Wednesday" "(25,44]" "Male" "CohAge" "SEX2" 2.14442636951578 0.506418687964699 "Spend time with self"
"Thursday" "(25,44]" "Male" "CohAge" "SEX2" 1.85210926415864 0.551028288461172 "Spend time with self"
"Friday" "(25,44]" "Male" "CohAge" "SEX2" 1.57943640597187 0.426517598474423 "Spend time with self"
"Saturday" "(25,44]" "Male" "CohAge" "SEX2" 2.46904892748946 0.620739469080861 "Spend time with self"
"Sunday" "(25,44]" "Female" "CohAge" "SEX2" 2.26055523073851 0.578387985450359 "Spend time with self"
"Monday" "(25,44]" "Female" "CohAge" "SEX2" 2.83982284636733 0.46010834035085 "Spend time with self"
"Tuesday" "(25,44]" "Female" "CohAge" "SEX2" 2.01980474355801 0.558076510030085 "Spend time with self"
"Wednesday" "(25,44]" "Female" "CohAge" "SEX2" 2.22915538240861 0.455904311926374 "Spend time with self"
"Thursday" "(25,44]" "Female" "CohAge" "SEX2" 2.63028298313171 0.415940408202212 "Spend time with self"
"Friday" "(25,44]" "Female" "CohAge" "SEX2" 2.19143968199509 0.616320204266429 "Spend time with self"
"Saturday" "(25,44]" "Female" "CohAge" "SEX2" 2.45335424441103 0.472125516344756 "Spend time with self"
"Sunday" "(44,64]" "Male" "CohAge" "SEX2" 2.11102856762771 0.651286596281703 "Spend time with self"
"Monday" "(44,64]" "Male" "CohAge" "SEX2" 2.15414546675186 0.414015558249417 "Spend time with self"
"Tuesday" "(44,64]" "Male" "CohAge" "SEX2" 3.42148202173677 0.360988252568961 "Spend time with self"
"Wednesday" "(44,64]" "Male" "CohAge" "SEX2" 2.57643209183022 0.425581787528531 "Spend time with self"
"Thursday" "(44,64]" "Male" "CohAge" "SEX2" 2.37200518113621 0.632302870878931 "Spend time with self"
"Friday" "(44,64]" "Male" "CohAge" "SEX2" 2.8997875010549 0.416930809855224 "Spend time with self"
"Saturday" "(44,64]" "Male" "CohAge" "SEX2" 2.2184484327493 0.647001611185105 "Spend time with self"
"Sunday" "(44,64]" "Female" "CohAge" "SEX2" 2.38007366056647 0.639216324991437 "Spend time with self"
"Monday" "(44,64]" "Female" "CohAge" "SEX2" 2.68357065592196 0.588774901991512 "Spend time with self"
"Tuesday" "(44,64]" "Female" "CohAge" "SEX2" 2.17720650842485 0.671492224716676 "Spend time with self"
"Wednesday" "(44,64]" "Female" "CohAge" "SEX2" 2.16452432183233 0.204267849268802 "Spend time with self"
"Thursday" "(44,64]" "Female" "CohAge" "SEX2" 1.75395451641713 0.673462239114708 "Spend time with self"
"Friday" "(44,64]" "Female" "CohAge" "SEX2" 2.68855217297117 0.287602728307631 "Spend time with self"
"Saturday" "(44,64]" "Female" "CohAge" "SEX2" 2.3728480691703 0.51798127688949 "Spend time with self"
"Sunday" "(64,85]" "Male" "CohAge" "SEX2" 2.79742138388779 0.827943231652412 "Spend time with self"
"Monday" "(64,85]" "Male" "CohAge" "SEX2" 3.64931836758985 0.623712907859943 "Spend time with self"
"Tuesday" "(64,85]" "Male" "CohAge" "SEX2" 2.47561186906062 0.415360981481475 "Spend time with self"
"Wednesday" "(64,85]" "Male" "CohAge" "SEX2" 3.00278493932553 0.708834676043139 "Spend time with self"
"Thursday" "(64,85]" "Male" "CohAge" "SEX2" 3.07231740033292 0.555974994722624 "Spend time with self"
