"days","Cat_1","Cat_2","L_Start","M_Start","H_Start","average_duration","std_duration","Activity","Var_1","Var_2"
"Monday","(14,25]","Female",1,4,22,400.935855242948,145.771128039199,"Sleeping","CohAge","SEX2"
"Monday","(25,44]","Male",0,4,23,303.327290407963,187.544312870726,"Sleeping","CohAge","SEX2"
"Monday","(25,44]","Female",0,4,23,278.563294196129,172.874580856078,"Sleeping","CohAge","SEX2"
"Monday","(44,64]","Male",1,4,23,281.382613727087,162.100452959707,"Sleeping","CohAge","SEX2"
"Monday","(44,64]","Female",0,4,23,247.639104556531,170.630946552009,"Sleeping","CohAge","SEX2"
"Monday","(64,85]","Male",1,4,23,344.65303900351,176.02977798949,"Sleeping","CohAge","SEX2"
"Monday","(64,85]","Female",0,4,23,267.380797758557,156.695032923934,"Sleeping","CohAge","SEX2"
"Thursday","(14,25]","Male",1,4,22,368.79570489016,161.844866812444,"Sleeping","CohAge","SEX2"
"Thursday","(14,25]","Female",0,4,20,302.240099249846,135.697808464013,"Sleeping","CohAge","SEX2"
"Thursday","(25,44]","Male",2,4,23,342.959885573526,193.410637467599,"Sleeping","CohAge","SEX2"
"Thursday","(25,44]","Female",1,4,23,289.918978088934,197.646782221775,"Sleeping","CohAge","SEX2"
"Thursday","(44,64]","Male",4,4,23,256.189929425508,195.291559516278,"Sleeping","CohAge","SEX2"
"Thursday","(44,64]","Female",0,4,23,302.595064513386,158.540190549341,"Sleeping","CohAge","SEX2"
"Thursday","(64,85]","Male",0,4,23,250.726198260651,176.746449402682,"Sleeping","CohAge","SEX2"
"Thursday","(64,85]","Female",4,4,23,293.445116836328,162.635612349265,"Sleeping","CohAge","SEX2"
"Friday","(14,25]","Male",4,17,22,426.181567602172,183.298774907363,"Sleeping","CohAge","SEX2"
"Friday","(14,25]","Female",0,4,21,296.506310210479,222.649214795208,"Sleeping","CohAge","SEX2"
"Friday","(25,44]","Male",2,4,23,306.151665153135,196.792606144205,"Sleeping","CohAge","SEX2"
"Friday","(25,44]","Female",4,4,23,354.492637352698,213.634005599544,"Sleeping","CohAge","SEX2"
"Friday","(44,64]","Male",1,4,23,342.313930922953,189.850023242443,"Sleeping","CohAge","SEX2"
"Friday","(44,64]","Female",4,4,23,426.751049100763,201.96936938966,"Sleeping","CohAge","SEX2"
"Friday","(64,85]","Male",4,4,23,330.004079977072,207.272063862256,"Sleeping","CohAge","SEX2"
"Friday","(64,85]","Female",0,4,23,272.513560085324,157.516118431121,"Sleeping","CohAge","SEX2"
"Saturday","(14,25]","Male",0,4,23,513.011710587848,296.507928878027,"Sleeping","CohAge","SEX2"
"Saturday","(14,25]","Female",0,4,22,434.906494785341,208.991932795136,"Sleeping","CohAge","SEX2"
"Saturday","(25,44]","Male",0,4,23,328.965870096927,192.454230021435,"Sleeping","CohAge","SEX2"
"Saturday","(25,44]","Female",0,4,23,328.2238100309,192.770017731402,"Sleeping","CohAge","SEX2"
"Saturday","(44,64]","Male",0,4,23,318.982161246231,211.679983946073,"Sleeping","CohAge","SEX2"
"Saturday","(44,64]","Female",0,4,23,319.804467579315,180.429344143855,"Sleeping","CohAge","SEX2"
"Saturday","(64,85]","Male",0,4,23,306.826884269297,180.378520681149,"Sleeping","CohAge","SEX2"
"Saturday","(64,85]","Female",0,4,23,317.512811863133,172.535354312253,"Sleeping","CohAge","SEX2"
"Sunday","(14,25]","$15,000 to $24,999",0,2,4,347.5,47.5000018007675,"Sleeping","CohAge","IncomeNew"
"Sunday","(14,25]","$25,000 to $34,999",4,13,22,410,211.18712620917,"Sleeping","CohAge","IncomeNew"
"Sunday","(14,25]","$35,000 to $49,999",0,4,23,345.255055270555,68.5255110667014,"Sleeping","CohAge","IncomeNew"
"Sunday","(14,25]","$50,000 to $59,999",4,12,22,260,163.095065524615,"Sleeping","CohAge","IncomeNew"
"Sunday","(14,25]","$60,000 to $74,999",4,13.5,23,432.5,47.5000005916096,"Sleeping","CohAge","IncomeNew"
"Sunday","(14,25]","$75,000 to $99,999",1,4,23,448.662437168266,160.046120914701,"Sleeping","CohAge","IncomeNew"
"Sunday","(14,25]","$100,000 to $149,999",4,13.5,23,495,105.000003540374,"Sleeping","CohAge","IncomeNew"
"Sunday","(14,25]","$150,000 and over",0,4,23,375.451395762675,92.5910908197253,"Sleeping","CohAge","IncomeNew"
"Sunday","(25,44]","Less than $14,999",4,13.5,23,343.984927653174,179.556542466774,"Sleeping","CohAge","IncomeNew"
"Sunday","(25,44]","$15,000 to $24,999",0,4,23,371.128862905295,187.36339107922,"Sleeping","CohAge","IncomeNew"
"Sunday","(25,44]","$25,000 to $34,999",0,4,21,386.238800669215,156.279500300972,"Sleeping","CohAge","IncomeNew"
"Sunday","(25,44]","$35,000 to $49,999",0,4,22,394.827759053923,209.900387722614,"Sleeping","CohAge","IncomeNew"
"Sunday","(25,44]","$50,000 to $59,999",0,4,22,431.295174565212,196.421590405054,"Sleeping","CohAge","IncomeNew"
"Sunday","(25,44]","$60,000 to $74,999",1,4,23,410.740795063135,220.767405068853,"Sleeping","CohAge","IncomeNew"
"Sunday","(25,44]","$75,000 to $99,999",4,4,22,334.15747466279,173.302340658046,"Sleeping","CohAge","IncomeNew"
"Sunday","(25,44]","$100,000 to $149,999",0,4,23,390.988749090198,150.187394309132,"Sleeping","CohAge","IncomeNew"
"Sunday","(25,44]","$150,000 and over",4,4,23,303.03085297644,153.951942819748,"Sleeping","CohAge","IncomeNew"
"Sunday","(44,64]","Less than $14,999",0,4,23,389.342768105438,164.702680362302,"Sleeping","CohAge","IncomeNew"
"Sunday","(44,64]","$15,000 to $24,999",0,4,22,265.264059520279,121.194409658531,"Sleeping","CohAge","IncomeNew"
"Sunday","(44,64]","$25,000 to $34,999",1,4,23,316.373019529002,183.173660389906,"Sleeping","CohAge","IncomeNew"
"Sunday","(44,64]","$35,000 to $49,999",1,4,23,341.646024752792,155.44756697561,"Sleeping","CohAge","IncomeNew"
"Sunday","(44,64]","$50,000 to $59,999",0,4,23,327.79408211623,89.6169432469981,"Sleeping","CohAge","IncomeNew"
"Sunday","(44,64]","$60,000 to $74,999",1,4,22,403.685974829208,193.847243774733,"Sleeping","CohAge","IncomeNew"
"Sunday","(44,64]","$75,000 to $99,999",4,22,22,340.311212344447,211.563163013306,"Sleeping","CohAge","IncomeNew"
"Sunday","(44,64]","$100,000 to $149,999",4,4,23,337.896560874275,147.00574889613,"Sleeping","CohAge","IncomeNew"
"Sunday","(44,64]","$150,000 and over",0,4,22,314.386855952352,172.660356185365,"Sleeping","CohAge","IncomeNew"
"Sunday","(64,85]","Less than $14,999",4,4,23,379.76738844555,326.809925958358,"Sleeping","CohAge","IncomeNew"
"Sunday","(64,85]","$15,000 to $24,999",2,4,22,305.853200397879,175.313739939131,"Sleeping","CohAge","IncomeNew"
"Sunday","(64,85]","$25,000 to $34,999",0,4,23,317.778207626735,165.51614555722,"Sleeping","CohAge","IncomeNew"
"Sunday","(64,85]","$35,000 to $49,999",0,4,23,257.51234876169,172.43597577466,"Sleeping","CohAge","IncomeNew"
"Sunday","(64,85]","$50,000 to $59,999",4,12,23,339.35265062391,149.104985309645,"Sleeping","CohAge","IncomeNew"
"Sunday","(64,85]","$60,000 to $74,999",0,4,22,313.144335774537,147.169813763708,"Sleeping","CohAge","IncomeNew"
"Sunday","(64,85]","$75,000 to $99,999",0,4,23,324.6675730098,162.446870540578,"Sleeping","CohAge","IncomeNew"
"Sunday","(64,85]","$100,000 to $149,999",0,4,23,314.567854191002,139.70574343602,"Sleeping","CohAge","IncomeNew"
"Sunday","(64,85]","$150,000 and over",1,4,22,335.326499502466,142.475603748425,"Sleeping","CohAge","IncomeNew"
"Tuesday","(14,25]","Less than $14,999",4,13,22,285,165.000001201125,"Sleeping","CohAge","IncomeNew"
"Tuesday","(14,25]","$50,000 to $59,999",4,4,23,395.460468369104,127.601568128589,"Sleeping","CohAge","IncomeNew"
"Tuesday","(14,25]","$150,000 and over",4,13.5,23,495,135.000000510311,"Sleeping","CohAge","IncomeNew"
"Tuesday","(25,44]","Less than $14,999",4,4,23,420.982299699878,238.768884107974,"Sleeping","CohAge","IncomeNew"
"Tuesday","(25,44]","$15,000 to $24,999",23,23,23,410,0,"Sleeping","CohAge","IncomeNew"
"Tuesday","(25,44]","$25,000 to $34,999",4,4,23,487.915341452999,150.040358281608,"Sleeping","CohAge","IncomeNew"
"Tuesday","(25,44]","$35,000 to $49,999",2,4,15,181.666666666667,108.192216793503,"Sleeping","CohAge","IncomeNew"
"Tuesday","(25,44]","$50,000 to $59,999",4,4,23,273.784092878283,170.394744381677,"Sleeping","CohAge","IncomeNew"
"Tuesday","(25,44]","$60,000 to $74,999",4,11.5,19,317.5,227.500003743039,"Sleeping","CohAge","IncomeNew"
"Tuesday","(25,44]","$75,000 to $99,999",1,21,21,371.036007999763,51.7738632062315,"Sleeping","CohAge","IncomeNew"
"Tuesday","(25,44]","$100,000 to $149,999",4,4,23,272.19545425312,180.462551023557,"Sleeping","CohAge","IncomeNew"
"Tuesday","(25,44]","$150,000 and over",4,4,23,244.707049039712,184.725023637315,"Sleeping","CohAge","IncomeNew"
"Tuesday","(44,64]","Less than $14,999",1,4,23,301.403350748701,173.164071532617,"Sleeping","CohAge","IncomeNew"
"Tuesday","(44,64]","$15,000 to $24,999",4,4,22,504.438879057337,144.801835427725,"Sleeping","CohAge","IncomeNew"
"Tuesday","(44,64]","$25,000 to $34,999",0,4,22,227.553108976295,70.4271588339246,"Sleeping","CohAge","IncomeNew"
"Tuesday","(44,64]","$35,000 to $49,999",4,23,23,315.157936165869,177.416179285041,"Sleeping","CohAge","IncomeNew"
"Tuesday","(44,64]","$50,000 to $59,999",4,13.5,23,452.959364239828,131.857268211995,"Sleeping","CohAge","IncomeNew"
"Tuesday","(44,64]","$60,000 to $74,999",0,4,23,271.138028695371,127.228689077044,"Sleeping","CohAge","IncomeNew"
"Tuesday","(44,64]","$75,000 to $99,999",4,4,23,258.267053774045,198.880508879088,"Sleeping","CohAge","IncomeNew"
"Tuesday","(44,64]","$100,000 to $149,999",4,4,23,355.032905749139,175.137375355187,"Sleeping","CohAge","IncomeNew"
"Tuesday","(44,64]","$150,000 and over",4,4,23,321.947695525288,150.282513882871,"Sleeping","CohAge","IncomeNew"
"Tuesday","(64,85]","Less than $14,999",0,4,21,340.896918425683,216.17222218359,"Sleeping","CohAge","IncomeNew"
"Tuesday","(64,85]","$25,000 to $34,999",4,4,22,298.587360179697,187.358008774679,"Sleeping","CohAge","IncomeNew"
"Tuesday","(64,85]","$35,000 to $49,999",3,19,23,250.944116519093,103.215991374273,"Sleeping","CohAge","IncomeNew"
"Tuesday","(64,85]","$60,000 to $74,999",3,5,23,195.547269542969,129.753709944078,"Sleeping","CohAge","IncomeNew"
"Tuesday","(64,85]","$75,000 to $99,999",4,13,22,202.5,157.500003392764,"Sleeping","CohAge","IncomeNew"
"Tuesday","(64,85]","$100,000 to $149,999",2,4,22,230.959564863747,155.077529042675,"Sleeping","CohAge","IncomeNew"
"Wednesday","(14,25]","Less than $14,999",4,13.5,23,270,150.000001160198,"Sleeping","CohAge","IncomeNew"
"Wednesday","(14,25]","$60,000 to $74,999",1,4,21,461.687366498018,148.990073161062,"Sleeping","CohAge","IncomeNew"
"Wednesday","(14,25]","$75,000 to $99,999",4,4,23,445.04414390964,185.794782442223,"Sleeping","CohAge","IncomeNew"
"Wednesday","(25,44]","Less than $14,999",4,13.5,23,495,195.000001351289,"Sleeping","CohAge","IncomeNew"
"Wednesday","(25,44]","$25,000 to $34,999",4,4,23,376.218250401521,217.669896375434,"Sleeping","CohAge","IncomeNew"
"Wednesday","(25,44]","$35,000 to $49,999",4,4,23,241.379729533035,158.106146857645,"Sleeping","CohAge","IncomeNew"
"Wednesday","(25,44]","$50,000 to $59,999",4,15,21,312.889317397835,206.115909779464,"Sleeping","CohAge","IncomeNew"
"Wednesday","(25,44]","$60,000 to $74,999",1,4,22,258.93734348047,158.473551159009,"Sleeping","CohAge","IncomeNew"
"Wednesday","(25,44]","$75,000 to $99,999",4,4,23,262.91735951721,176.182183301479,"Sleeping","CohAge","IncomeNew"
"Wednesday","(25,44]","$100,000 to $149,999",4,4,23,340.615456518641,172.971856881021,"Sleeping","CohAge","IncomeNew"
"Wednesday","(25,44]","$150,000 and over",4,4,22,295.217342689003,175.259948508967,"Sleeping","CohAge","IncomeNew"
"Wednesday","(44,64]","Less than $14,999",4,10.5,17,502.5,202.500003260628,"Sleeping","CohAge","IncomeNew"
"Wednesday","(44,64]","$35,000 to $49,999",4,4,23,332.887586499898,171.660038083677,"Sleeping","CohAge","IncomeNew"
"Wednesday","(44,64]","$50,000 to $59,999",4,17,21,250,208.32666867639,"Sleeping","CohAge","IncomeNew"
"Wednesday","(44,64]","$60,000 to $74,999",4,4,22,286.532717701288,175.481099309394,"Sleeping","CohAge","IncomeNew"
"Wednesday","(44,64]","$75,000 to $99,999",0,4,23,205.574522447587,121.331901206518,"Sleeping","CohAge","IncomeNew"
"Wednesday","(44,64]","$100,000 to $149,999",0,4,23,311.32893840537,165.521209077729,"Sleeping","CohAge","IncomeNew"
"Wednesday","(44,64]","$150,000 and over",4,13.5,23,276.5,126.500001864697,"Sleeping","CohAge","IncomeNew"
"Wednesday","(64,85]","Less than $14,999",4,15,22,265,217.830217439311,"Sleeping","CohAge","IncomeNew"
"Wednesday","(64,85]","$15,000 to $24,999",1,4,23,384.067925967841,144.995385694344,"Sleeping","CohAge","IncomeNew"
"Wednesday","(64,85]","$25,000 to $34,999",4,12,20,457.5,187.500002339445,"Sleeping","CohAge","IncomeNew"
"Wednesday","(64,85]","$35,000 to $49,999",0,4,21,330.892852723622,165.936478567478,"Sleeping","CohAge","IncomeNew"
"Wednesday","(64,85]","$60,000 to $74,999",4,13,22,417.5,177.500004097314,"Sleeping","CohAge","IncomeNew"
"Wednesday","(64,85]","$75,000 to $99,999",1,4,22,305.548870783861,179.217796200505,"Sleeping","CohAge","IncomeNew"
"Wednesday","(64,85]","$100,000 to $149,999",4,4,23,333.299297080706,169.332628741065,"Sleeping","CohAge","IncomeNew"
"Wednesday","(64,85]","$150,000 and over",4,13,22,345,165.000003164427,"Sleeping","CohAge","IncomeNew"
"Monday","(14,25]","$25,000 to $34,999",1,4,21,320.67247358438,168.829235484465,"Sleeping","CohAge","IncomeNew"
"Monday","(14,25]","$35,000 to $49,999",4,13,22,450,150.000000446022,"Sleeping","CohAge","IncomeNew"
"Monday","(14,25]","$60,000 to $74,999",4,13,22,392.5,152.500001431869,"Sleeping","CohAge","IncomeNew"
"Monday","(14,25]","$75,000 to $99,999",1,4,21,417.843922158844,108.359488190743,"Sleeping","CohAge","IncomeNew"
"Monday","(25,44]","Less than $14,999",0,4,22,281.882507285184,167.997759961176,"Sleeping","CohAge","IncomeNew"
"Monday","(25,44]","$25,000 to $34,999",4,16,22,244.533596427045,153.038560673466,"Sleeping","CohAge","IncomeNew"
"Monday","(25,44]","$35,000 to $49,999",4,10.5,23,263.834991595975,133.081914829878,"Sleeping","CohAge","IncomeNew"
"Monday","(25,44]","$50,000 to $59,999",0,4,22,328.199470139393,205.181479174949,"Sleeping","CohAge","IncomeNew"
"Monday","(25,44]","$60,000 to $74,999",4,12,21,521.666666666667,31.1804786897417,"Sleeping","CohAge","IncomeNew"
"Monday","(25,44]","$75,000 to $99,999",4,13,22,297.5,177.500003359287,"Sleeping","CohAge","IncomeNew"
"Monday","(25,44]","$100,000 to $149,999",0,4,22,253.677949243627,160.286658661126,"Sleeping","CohAge","IncomeNew"
"Monday","(25,44]","$150,000 and over",4,13,22,233.065380634055,182.640169094438,"Sleeping","CohAge","IncomeNew"
"Monday","(44,64]","Less than $14,999",0,4,19,133.94673168191,74.7424815409904,"Sleeping","CohAge","IncomeNew"
"Monday","(44,64]","$15,000 to $24,999",1,4,23,256.046466527294,181.129719084025,"Sleeping","CohAge","IncomeNew"
"Monday","(44,64]","$25,000 to $34,999",19,19,19,525,0,"Sleeping","CohAge","IncomeNew"
"Monday","(44,64]","$35,000 to $49,999",4,4,23,276.057431283435,193.539571520923,"Sleeping","CohAge","IncomeNew"
"Monday","(44,64]","$50,000 to $59,999",4,22,22,331.729941405628,137.578623439361,"Sleeping","CohAge","IncomeNew"
"Monday","(44,64]","$60,000 to $74,999",0,4,23,245.232304628225,124.866346865591,"Sleeping","CohAge","IncomeNew"
"Monday","(44,64]","$75,000 to $99,999",3,4,22,358.596439763148,150.067197357011,"Sleeping","CohAge","IncomeNew"
"Monday","(44,64]","$100,000 to $149,999",0,4,22,231.724477423608,148.827981426645,"Sleeping","CohAge","IncomeNew"
"Monday","(44,64]","$150,000 and over",0,4,23,306.160851972076,163.194083434038,"Sleeping","CohAge","IncomeNew"
"Monday","(64,85]","Less than $14,999",4,4,23,362.528333836892,200.453207476182,"Sleeping","CohAge","IncomeNew"
"Monday","(64,85]","$15,000 to $24,999",0,20,20,399.688150452465,122.075178968264,"Sleeping","CohAge","IncomeNew"
"Monday","(64,85]","$25,000 to $34,999",4,13.5,23,370,130.000001934643,"Sleeping","CohAge","IncomeNew"
"Monday","(64,85]","$35,000 to $49,999",1,4,22,343.038735871037,169.400577490863,"Sleeping","CohAge","IncomeNew"
"Monday","(64,85]","$50,000 to $59,999",1,9,22,227.486954432519,122.046667788796,"Sleeping","CohAge","IncomeNew"
"Monday","(64,85]","$60,000 to $74,999",0,4,22,247.157222937276,144.273536770079,"Sleeping","CohAge","IncomeNew"
"Monday","(64,85]","$75,000 to $99,999",4,4,23,333.79782554022,189.5784337251,"Sleeping","CohAge","IncomeNew"
"Monday","(64,85]","$100,000 to $149,999",1,4,23,263.401010728555,117.565685425944,"Sleeping","CohAge","IncomeNew"
"Monday","(64,85]","$150,000 and over",4,16.5,22,232.5,142.675333988445,"Sleeping","CohAge","IncomeNew"
"Thursday","(14,25]","Less than $14,999",1,4,19,421.766642749076,79.3541128001351,"Sleeping","CohAge","IncomeNew"
"Thursday","(14,25]","$25,000 to $34,999",0,4,22,255.541042530039,118.163815502994,"Sleeping","CohAge","IncomeNew"
"Thursday","(14,25]","$35,000 to $49,999",1,4,21,313.966024529634,128.204877219763,"Sleeping","CohAge","IncomeNew"
"Thursday","(14,25]","$60,000 to $74,999",4,12.5,21,380,200.000000654166,"Sleeping","CohAge","IncomeNew"
"Thursday","(25,44]","Less than $14,999",2,4,23,464.065561825393,188.949220935093,"Sleeping","CohAge","IncomeNew"
"Thursday","(25,44]","$15,000 to $24,999",1,4,22,413.999062011247,133.807805710869,"Sleeping","CohAge","IncomeNew"
"Thursday","(25,44]","$25,000 to $34,999",4,12.5,21,300,210.000004143325,"Sleeping","CohAge","IncomeNew"
"Thursday","(25,44]","$35,000 to $49,999",4,4,22,301.789654419114,188.749574690128,"Sleeping","CohAge","IncomeNew"
"Thursday","(25,44]","$50,000 to $59,999",4,13,22,270,180.000001753945,"Sleeping","CohAge","IncomeNew"
"Thursday","(25,44]","$60,000 to $74,999",4,13,22,284.5,134.500004747179,"Sleeping","CohAge","IncomeNew"
"Thursday","(25,44]","$75,000 to $99,999",4,4,22,221.526369886138,201.800489421961,"Sleeping","CohAge","IncomeNew"
"Thursday","(25,44]","$100,000 to $149,999",4,4,23,304.145501548323,199.388955403405,"Sleeping","CohAge","IncomeNew"
"Thursday","(25,44]","$150,000 and over",4,4,23,313.311400954848,136.75209323942,"Sleeping","CohAge","IncomeNew"
"Thursday","(44,64]","Less than $14,999",4,4,21,252.519819428586,149.741278971985,"Sleeping","CohAge","IncomeNew"
"Thursday","(44,64]","$15,000 to $24,999",0,4,21,285.706658034318,190.636427994717,"Sleeping","CohAge","IncomeNew"
"Thursday","(44,64]","$25,000 to $34,999",4,4,22,350.621374843909,126.491873786553,"Sleeping","CohAge","IncomeNew"
"Thursday","(44,64]","$35,000 to $49,999",4,4,23,189.387410555918,160.305239358882,"Sleeping","CohAge","IncomeNew"
"Thursday","(44,64]","$50,000 to $59,999",4,4,23,276.894205191663,193.77821040061,"Sleeping","CohAge","IncomeNew"
"Thursday","(44,64]","$60,000 to $74,999",2,4,23,286.306485550101,163.628637290276,"Sleeping","CohAge","IncomeNew"
"Thursday","(44,64]","$75,000 to $99,999",1,4,23,342.725630006319,176.173302367816,"Sleeping","CohAge","IncomeNew"
"Thursday","(44,64]","$100,000 to $149,999",4,13,22,266.940450828541,202.655115175227,"Sleeping","CohAge","IncomeNew"
"Thursday","(44,64]","$150,000 and over",4,4,23,236.763069200282,187.688962676416,"Sleeping","CohAge","IncomeNew"
"Thursday","(64,85]","$15,000 to $24,999",0,4,23,327.345704998974,157.443498458265,"Sleeping","CohAge","IncomeNew"
"Thursday","(64,85]","$25,000 to $34,999",4,15,23,318,189.230021988929,"Sleeping","CohAge","IncomeNew"
"Thursday","(64,85]","$35,000 to $49,999",5,10,19,190,163.095065295954,"Sleeping","CohAge","IncomeNew"
"Thursday","(64,85]","$60,000 to $74,999",4,13,22,280,190.262977990843,"Sleeping","CohAge","IncomeNew"
"Thursday","(64,85]","$150,000 and over",4,4,23,252.751222854654,159.197306648977,"Sleeping","CohAge","IncomeNew"
"Friday","(14,25]","$15,000 to $24,999",4,4,4,240,0,"Sleeping","CohAge","IncomeNew"
"Friday","(14,25]","$35,000 to $49,999",8,14,20,385,330.000005059353,"Sleeping","CohAge","IncomeNew"
"Friday","(14,25]","$50,000 to $59,999",4,19,21,277.333333333333,222.390547899643,"Sleeping","CohAge","IncomeNew"
"Friday","(14,25]","$60,000 to $74,999",0,2,4,327.5,147.500001235104,"Sleeping","CohAge","IncomeNew"
"Friday","(14,25]","$100,000 to $149,999",4,13,22,480,120.000000519875,"Sleeping","CohAge","IncomeNew"
"Friday","(14,25]","$150,000 and over",4,17,22,311.666666666667,234.887682178962,"Sleeping","CohAge","IncomeNew"
"Friday","(25,44]","$15,000 to $24,999",4,16,23,301.666666666667,170.016342892407,"Sleeping","CohAge","IncomeNew"
"Friday","(25,44]","$25,000 to $34,999",16,18.5,21,332.5,227.500003077415,"Sleeping","CohAge","IncomeNew"
"Friday","(25,44]","$35,000 to $49,999",4,8,22,350.569146529893,202.775463395974,"Sleeping","CohAge","IncomeNew"
"Friday","(25,44]","$50,000 to $59,999",4,4,22,396.451626188941,99.6489541451634,"Sleeping","CohAge","IncomeNew"
"Friday","(25,44]","$60,000 to $74,999",4,4,22,273.708136611302,182.711264953797,"Sleeping","CohAge","IncomeNew"
"Friday","(25,44]","$75,000 to $99,999",2,4,21,347.757800528511,258.723194433156,"Sleeping","CohAge","IncomeNew"
"Friday","(25,44]","$100,000 to $149,999",4,4,22,360.551578248989,182.067086891087,"Sleeping","CohAge","IncomeNew"
"Friday","(25,44]","$150,000 and over",4,4,23,331.144497772924,204.596428487026,"Sleeping","CohAge","IncomeNew"
"Friday","(44,64]","Less than $14,999",1,4,23,251.016701825977,121.565758514266,"Sleeping","CohAge","IncomeNew"
"Friday","(44,64]","$25,000 to $34,999",19,19,20,554.01143319207,85.9280093156691,"Sleeping","CohAge","IncomeNew"
"Friday","(44,64]","$35,000 to $49,999",4,4,23,472.448849503754,173.499820320645,"Sleeping","CohAge","IncomeNew"
"Friday","(44,64]","$50,000 to $59,999",4,13.5,23,322.5,202.50000196398,"Sleeping","CohAge","IncomeNew"
"Friday","(44,64]","$60,000 to $74,999",4,4,22,320.273558713567,186.440748040095,"Sleeping","CohAge","IncomeNew"
"Friday","(44,64]","$75,000 to $99,999",4,13.5,23,330,30.0000003630476,"Sleeping","CohAge","IncomeNew"
"Friday","(44,64]","$150,000 and over",1,4,23,377.979917096404,215.923592370734,"Sleeping","CohAge","IncomeNew"
"Friday","(64,85]","Less than $14,999",4,17.5,22,439.583542162873,189.787913203059,"Sleeping","CohAge","IncomeNew"
"Friday","(64,85]","$15,000 to $24,999",1,4,23,205.846333498475,123.02554852796,"Sleeping","CohAge","IncomeNew"
"Friday","(64,85]","$25,000 to $34,999",4,12.5,21,341,221.000002346414,"Sleeping","CohAge","IncomeNew"
"Friday","(64,85]","$35,000 to $49,999",0,4,23,333.936517450706,176.695274672458,"Sleeping","CohAge","IncomeNew"
"Friday","(64,85]","$50,000 to $59,999",4,13,22,360,300.00000578421,"Sleeping","CohAge","IncomeNew"
"Friday","(64,85]","$60,000 to $74,999",1,4,22,292.557489381339,106.550360643746,"Sleeping","CohAge","IncomeNew"
"Friday","(64,85]","$100,000 to $149,999",4,4,23,326.305827034025,168.389071778086,"Sleeping","CohAge","IncomeNew"
"Friday","(64,85]","$150,000 and over",0,4,13,230,147.648232496924,"Sleeping","CohAge","IncomeNew"
"Saturday","(14,25]","Less than $14,999",0,4,22,523.109272197007,225.75315655165,"Sleeping","CohAge","IncomeNew"
"Saturday","(14,25]","$15,000 to $24,999",4,13,22,340,130.000013244768,"Sleeping","CohAge","IncomeNew"
"Saturday","(14,25]","$25,000 to $34,999",0,4,22,499.636880402704,173.736481767981,"Sleeping","CohAge","IncomeNew"
